"","page","pathlength","pageviews","segment.id","segment.name"
"1","Areas with Zika | Zika virus | CDC","1",112064,"",""
"4414","Areas At Risk | Zika virus | CDC","26",4,"",""
"4415","Areas At Risk | Zika virus | CDC","23",4,"",""
"4416","Areas At Risk | Zika virus | CDC","33",3,"",""
"4417","Areas At Risk | Zika virus | CDC","86",2,"",""
"4418","Areas At Risk | Zika virus | CDC","59",2,"",""
"4419","Areas At Risk | Zika virus | CDC","45",2,"",""
"4420","Areas At Risk | Zika virus | CDC","37",2,"",""
"4421","Areas At Risk | Zika virus | CDC","30",2,"",""
"4422","Areas At Risk | Zika virus | CDC","29",2,"",""
"4423","Areas At Risk | Zika virus | CDC","25",2,"",""
"4424","Areas At Risk | Zika virus | CDC","24",2,"",""
"4425","Areas At Risk | Zika virus | CDC","1434",1,"",""
"4426","Areas At Risk | Zika virus | CDC","100",1,"",""
"4427","Areas At Risk | Zika virus | CDC","89",1,"",""
"4428","Areas At Risk | Zika virus | CDC","75",1,"",""
"4429","Areas At Risk | Zika virus | CDC","61",1,"",""
"4430","Areas At Risk | Zika virus | CDC","60",1,"",""
"4431","Areas At Risk | Zika virus | CDC","58",1,"",""
"4432","Areas At Risk | Zika virus | CDC","48",1,"",""
"4433","Areas At Risk | Zika virus | CDC","46",1,"",""
"4434","Areas At Risk | Zika virus | CDC","43",1,"",""
"4435","Areas At Risk | Zika virus | CDC","40",1,"",""
"4436","Areas At Risk | Zika virus | CDC","39",1,"",""
"4437","Areas At Risk | Zika virus | CDC","36",1,"",""
"4438","Reporting and Surveillance | Zika virus | CDC","1",781,"",""
"4439","Reporting and Surveillance | Zika virus | CDC","8",117,"",""
"4440","Reporting and Surveillance | Zika virus | CDC","7",107,"",""
"4441","Reporting and Surveillance | Zika virus | CDC","5",107,"",""
"4442","Reporting and Surveillance | Zika virus | CDC","9",102,"",""
"4443","Reporting and Surveillance | Zika virus | CDC","2",95,"",""
"4444","Reporting and Surveillance | Zika virus | CDC","10",92,"",""
"4445","Reporting and Surveillance | Zika virus | CDC","6",90,"",""
"4446","Reporting and Surveillance | Zika virus | CDC","12",82,"",""
"4447","Reporting and Surveillance | Zika virus | CDC","3",80,"",""
"4448","Reporting and Surveillance | Zika virus | CDC","4",75,"",""
"4449","Reporting and Surveillance | Zika virus | CDC","11",74,"",""
"4450","Reporting and Surveillance | Zika virus | CDC","13",73,"",""
"4451","Reporting and Surveillance | Zika virus | CDC","15",67,"",""
"4452","Reporting and Surveillance | Zika virus | CDC","14",60,"",""
"4453","Reporting and Surveillance | Zika virus | CDC","21",59,"",""
"4454","Reporting and Surveillance | Zika virus | CDC","16",59,"",""
"4455","Reporting and Surveillance | Zika virus | CDC","18",48,"",""
"4456","Reporting and Surveillance | Zika virus | CDC","23",47,"",""
"4457","Reporting and Surveillance | Zika virus | CDC","17",46,"",""
"4458","Reporting and Surveillance | Zika virus | CDC","19",37,"",""
"4459","Reporting and Surveillance | Zika virus | CDC","22",33,"",""
"4460","Reporting and Surveillance | Zika virus | CDC","20",31,"",""
"4461","Reporting and Surveillance | Zika virus | CDC","25",29,"",""
"4462","Reporting and Surveillance | Zika virus | CDC","27",27,"",""
"4463","Reporting and Surveillance | Zika virus | CDC","24",27,"",""
"4464","Reporting and Surveillance | Zika virus | CDC","29",25,"",""
"4465","Reporting and Surveillance | Zika virus | CDC","28",21,"",""
"4466","Reporting and Surveillance | Zika virus | CDC","39",18,"",""
"4467","Reporting and Surveillance | Zika virus | CDC","30",16,"",""
"4468","Reporting and Surveillance | Zika virus | CDC","41",15,"",""
"4469","Reporting and Surveillance | Zika virus | CDC","40",13,"",""
"4470","Reporting and Surveillance | Zika virus | CDC","33",13,"",""
"4471","Reporting and Surveillance | Zika virus | CDC","32",12,"",""
"4472","Reporting and Surveillance | Zika virus | CDC","26",12,"",""
"4473","Reporting and Surveillance | Zika virus | CDC","37",11,"",""
"4474","Reporting and Surveillance | Zika virus | CDC","35",9,"",""
"4475","Reporting and Surveillance | Zika virus | CDC","31",9,"",""
"4476","Reporting and Surveillance | Zika virus | CDC","53",8,"",""
"4477","Reporting and Surveillance | Zika virus | CDC","38",7,"",""
"4478","Reporting and Surveillance | Zika virus | CDC","34",7,"",""
"4479","Reporting and Surveillance | Zika virus | CDC","44",5,"",""
"4480","Reporting and Surveillance | Zika virus | CDC","36",5,"",""
"4481","Reporting and Surveillance | Zika virus | CDC","78",4,"",""
"4482","Reporting and Surveillance | Zika virus | CDC","58",4,"",""
"4483","Reporting and Surveillance | Zika virus | CDC","56",4,"",""
"4484","Reporting and Surveillance | Zika virus | CDC","55",4,"",""
"4485","Reporting and Surveillance | Zika virus | CDC","51",4,"",""
"4486","Reporting and Surveillance | Zika virus | CDC","50",4,"",""
"4487","Reporting and Surveillance | Zika virus | CDC","47",4,"",""
"4488","Reporting and Surveillance | Zika virus | CDC","129",3,"",""
"4489","Reporting and Surveillance | Zika virus | CDC","86",3,"",""
"4490","Reporting and Surveillance | Zika virus | CDC","76",3,"",""
"4491","Reporting and Surveillance | Zika virus | CDC","67",3,"",""
"4492","Reporting and Surveillance | Zika virus | CDC","65",3,"",""
"4493","Reporting and Surveillance | Zika virus | CDC","52",3,"",""
"4494","Reporting and Surveillance | Zika virus | CDC","46",3,"",""
"4495","Reporting and Surveillance | Zika virus | CDC","42",3,"",""
"4496","Reporting and Surveillance | Zika virus | CDC","83",2,"",""
"4497","Reporting and Surveillance | Zika virus | CDC","77",2,"",""
"4498","Reporting and Surveillance | Zika virus | CDC","62",2,"",""
"4499","Reporting and Surveillance | Zika virus | CDC","59",2,"",""
"4500","Reporting and Surveillance | Zika virus | CDC","103",1,"",""
"4501","Reporting and Surveillance | Zika virus | CDC","102",1,"",""
"4502","Reporting and Surveillance | Zika virus | CDC","100",1,"",""
"4503","Reporting and Surveillance | Zika virus | CDC","96",1,"",""
"4504","Reporting and Surveillance | Zika virus | CDC","94",1,"",""
"4505","Reporting and Surveillance | Zika virus | CDC","93",1,"",""
"4506","Reporting and Surveillance | Zika virus | CDC","61",1,"",""
"4507","Reporting and Surveillance | Zika virus | CDC","60",1,"",""
"4508","Reporting and Surveillance | Zika virus | CDC","49",1,"",""
"4509","Reporting and Surveillance | Zika virus | CDC","45",1,"",""
"4510","Reporting and Surveillance | Zika virus | CDC","43",1,"",""
"4511","Zika Training for Healthcare Providers | Zika virus | CDC","1",1515,"",""
"4512","Zika Training for Healthcare Providers | Zika virus | CDC","2",166,"",""
"4513","Zika Training for Healthcare Providers | Zika virus | CDC","3",117,"",""
"4514","Zika Training for Healthcare Providers | Zika virus | CDC","5",78,"",""
"4515","Zika Training for Healthcare Providers | Zika virus | CDC","4",74,"",""
"4516","Zika Training for Healthcare Providers | Zika virus | CDC","6",65,"",""
"4517","Zika Training for Healthcare Providers | Zika virus | CDC","7",60,"",""
"4518","Zika Training for Healthcare Providers | Zika virus | CDC","9",46,"",""
"4519","Zika Training for Healthcare Providers | Zika virus | CDC","11",41,"",""
"4520","Zika Training for Healthcare Providers | Zika virus | CDC","10",40,"",""
"4521","Zika Training for Healthcare Providers | Zika virus | CDC","8",38,"",""
"4522","Zika Training for Healthcare Providers | Zika virus | CDC","13",31,"",""
"4523","Zika Training for Healthcare Providers | Zika virus | CDC","17",21,"",""
"4524","Zika Training for Healthcare Providers | Zika virus | CDC","14",21,"",""
"4525","Zika Training for Healthcare Providers | Zika virus | CDC","12",21,"",""
"4526","Zika Training for Healthcare Providers | Zika virus | CDC","18",20,"",""
"4527","Zika Training for Healthcare Providers | Zika virus | CDC","16",19,"",""
"4528","Zika Training for Healthcare Providers | Zika virus | CDC","15",18,"",""
"4529","Zika Training for Healthcare Providers | Zika virus | CDC","23",16,"",""
"4530","Zika Training for Healthcare Providers | Zika virus | CDC","25",12,"",""
"4531","Zika Training for Healthcare Providers | Zika virus | CDC","22",12,"",""
"4532","Zika Training for Healthcare Providers | Zika virus | CDC","21",12,"",""
"4533","Zika Training for Healthcare Providers | Zika virus | CDC","30",9,"",""
"4534","Zika Training for Healthcare Providers | Zika virus | CDC","19",9,"",""
"4535","Zika Training for Healthcare Providers | Zika virus | CDC","27",7,"",""
"4536","Zika Training for Healthcare Providers | Zika virus | CDC","36",6,"",""
"4537","Zika Training for Healthcare Providers | Zika virus | CDC","32",6,"",""
"4538","Zika Training for Healthcare Providers | Zika virus | CDC","61",5,"",""
"4539","Zika Training for Healthcare Providers | Zika virus | CDC","34",5,"",""
"4540","Zika Training for Healthcare Providers | Zika virus | CDC","24",5,"",""
"4541","Zika Training for Healthcare Providers | Zika virus | CDC","20",5,"",""
"4542","Zika Training for Healthcare Providers | Zika virus | CDC","59",4,"",""
"4543","Zika Training for Healthcare Providers | Zika virus | CDC","47",3,"",""
"4544","Zika Training for Healthcare Providers | Zika virus | CDC","41",3,"",""
"4545","Zika Training for Healthcare Providers | Zika virus | CDC","35",3,"",""
"4546","Zika Training for Healthcare Providers | Zika virus | CDC","33",3,"",""
"4547","Zika Training for Healthcare Providers | Zika virus | CDC","31",3,"",""
"4548","Zika Training for Healthcare Providers | Zika virus | CDC","29",3,"",""
"4549","Zika Training for Healthcare Providers | Zika virus | CDC","28",3,"",""
"4550","Zika Training for Healthcare Providers | Zika virus | CDC","1434",2,"",""
"4551","Zika Training for Healthcare Providers | Zika virus | CDC","62",2,"",""
"4552","Zika Training for Healthcare Providers | Zika virus | CDC","56",2,"",""
"4553","Zika Training for Healthcare Providers | Zika virus | CDC","54",2,"",""
"4554","Zika Training for Healthcare Providers | Zika virus | CDC","51",2,"",""
"4555","Zika Training for Healthcare Providers | Zika virus | CDC","42",2,"",""
"4556","Zika Training for Healthcare Providers | Zika virus | CDC","37",2,"",""
"4557","Zika Training for Healthcare Providers | Zika virus | CDC","26",2,"",""
"4558","Zika Training for Healthcare Providers | Zika virus | CDC","100",1,"",""
"4559","Zika Training for Healthcare Providers | Zika virus | CDC","93",1,"",""
"4560","Zika Training for Healthcare Providers | Zika virus | CDC","92",1,"",""
"4561","Zika Training for Healthcare Providers | Zika virus | CDC","90",1,"",""
"4562","Zika Training for Healthcare Providers | Zika virus | CDC","79",1,"",""
"4563","Zika Training for Healthcare Providers | Zika virus | CDC","72",1,"",""
"4564","Zika Training for Healthcare Providers | Zika virus | CDC","66",1,"",""
"4565","Zika Training for Healthcare Providers | Zika virus | CDC","58",1,"",""
"4566","Zika Training for Healthcare Providers | Zika virus | CDC","57",1,"",""
"4567","Zika Training for Healthcare Providers | Zika virus | CDC","53",1,"",""
"4568","Zika Training for Healthcare Providers | Zika virus | CDC","46",1,"",""
"4569","Zika Training for Healthcare Providers | Zika virus | CDC","45",1,"",""
"4570","Zika Training for Healthcare Providers | Zika virus | CDC","43",1,"",""
"4571","Zika Training for Healthcare Providers | Zika virus | CDC","39",1,"",""
"4572","Pregnancy Registry | Zika virus | CDC","1",1048,"",""
"4573","Pregnancy Registry | Zika virus | CDC","3",127,"",""
"4574","Pregnancy Registry | Zika virus | CDC","2",105,"",""
"4575","Pregnancy Registry | Zika virus | CDC","6",83,"",""
"4576","Pregnancy Registry | Zika virus | CDC","5",82,"",""
"4577","Pregnancy Registry | Zika virus | CDC","4",78,"",""
"4578","Pregnancy Registry | Zika virus | CDC","9",75,"",""
"4579","Pregnancy Registry | Zika virus | CDC","7",70,"",""
"4580","Pregnancy Registry | Zika virus | CDC","11",69,"",""
"4581","Pregnancy Registry | Zika virus | CDC","10",64,"",""
"4582","Pregnancy Registry | Zika virus | CDC","8",64,"",""
"4583","Pregnancy Registry | Zika virus | CDC","12",62,"",""
"4584","Pregnancy Registry | Zika virus | CDC","13",48,"",""
"4585","Pregnancy Registry | Zika virus | CDC","17",33,"",""
"4586","Pregnancy Registry | Zika virus | CDC","15",32,"",""
"4587","Pregnancy Registry | Zika virus | CDC","14",28,"",""
"4588","Pregnancy Registry | Zika virus | CDC","21",25,"",""
"4589","Pregnancy Registry | Zika virus | CDC","18",24,"",""
"4590","Pregnancy Registry | Zika virus | CDC","22",23,"",""
"4591","Pregnancy Registry | Zika virus | CDC","23",22,"",""
"4592","Pregnancy Registry | Zika virus | CDC","16",22,"",""
"4593","Pregnancy Registry | Zika virus | CDC","26",16,"",""
"4594","Pregnancy Registry | Zika virus | CDC","24",16,"",""
"4595","Pregnancy Registry | Zika virus | CDC","19",16,"",""
"4596","Pregnancy Registry | Zika virus | CDC","30",14,"",""
"4597","Pregnancy Registry | Zika virus | CDC","28",13,"",""
"4598","Pregnancy Registry | Zika virus | CDC","20",12,"",""
"4599","Pregnancy Registry | Zika virus | CDC","29",9,"",""
"4600","Pregnancy Registry | Zika virus | CDC","31",8,"",""
"4601","Pregnancy Registry | Zika virus | CDC","27",8,"",""
"4602","Pregnancy Registry | Zika virus | CDC","25",8,"",""
"4603","Pregnancy Registry | Zika virus | CDC","39",7,"",""
"4604","Pregnancy Registry | Zika virus | CDC","33",7,"",""
"4605","Pregnancy Registry | Zika virus | CDC","36",5,"",""
"4606","Pregnancy Registry | Zika virus | CDC","93",4,"",""
"4607","Pregnancy Registry | Zika virus | CDC","59",4,"",""
"4608","Pregnancy Registry | Zika virus | CDC","41",4,"",""
"4609","Pregnancy Registry | Zika virus | CDC","86",3,"",""
"4610","Pregnancy Registry | Zika virus | CDC","40",3,"",""
"4611","Pregnancy Registry | Zika virus | CDC","37",3,"",""
"4612","Pregnancy Registry | Zika virus | CDC","35",3,"",""
"4613","Pregnancy Registry | Zika virus | CDC","90",2,"",""
"4614","Pregnancy Registry | Zika virus | CDC","66",2,"",""
"4615","Pregnancy Registry | Zika virus | CDC","62",2,"",""
"4616","Pregnancy Registry | Zika virus | CDC","58",2,"",""
"4617","Pregnancy Registry | Zika virus | CDC","53",2,"",""
"4618","Pregnancy Registry | Zika virus | CDC","42",2,"",""
"4619","Pregnancy Registry | Zika virus | CDC","38",2,"",""
"4620","Pregnancy Registry | Zika virus | CDC","1434",1,"",""
"4621","Pregnancy Registry | Zika virus | CDC","100",1,"",""
"4622","Pregnancy Registry | Zika virus | CDC","82",1,"",""
"4623","Pregnancy Registry | Zika virus | CDC","78",1,"",""
"4624","Pregnancy Registry | Zika virus | CDC","76",1,"",""
"4625","Pregnancy Registry | Zika virus | CDC","73",1,"",""
"4626","Pregnancy Registry | Zika virus | CDC","65",1,"",""
"4627","Pregnancy Registry | Zika virus | CDC","60",1,"",""
"4628","Pregnancy Registry | Zika virus | CDC","57",1,"",""
"4629","Pregnancy Registry | Zika virus | CDC","55",1,"",""
"4630","Pregnancy Registry | Zika virus | CDC","54",1,"",""
"4631","Pregnancy Registry | Zika virus | CDC","52",1,"",""
"4632","Pregnancy Registry | Zika virus | CDC","51",1,"",""
"4633","Pregnancy Registry | Zika virus | CDC","50",1,"",""
"4634","Pregnancy Registry | Zika virus | CDC","46",1,"",""
"4635","Pregnancy Registry | Zika virus | CDC","44",1,"",""
"4636","Pregnancy Registry | Zika virus | CDC","43",1,"",""
"4637","Pregnancy Registry | Zika virus | CDC","34",1,"",""
"4638","Pregnancy Registry | Zika virus | CDC","32",1,"",""
"4639","Zika Virus Infection and Microcephaly | Zika virus | CDC","1",1444,"",""
"4640","Zika Virus Infection and Microcephaly | Zika virus | CDC","2",323,"",""
